entry_zscore,lookback,max_holding_days,max_positions_per_side,min_history,min_holding_days,n_components,vol_target,zscore_window,total_return,cagr,vol,sharpe,sortino,calmar,max_dd,beta_mean_abs,avg_positions,avg_gross,total_costs,elapsed_s,combo_key
1.0,189,180,30,126,21,10,0.1,60,0.7219868438235366,0.02202310786192707,0.06478381866093247,0.06890890821956229,0.14800695131379324,0.17258115162553245,-0.1276101570449184,0.06931450997156063,59.809129950691904,1.6459835525619069,367336.2257175146,109.8804886341095,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 180, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 21, ""n_components"": 10, ""vol_target"": 0.1, ""zscore_window"": 60}"
1.0,189,180,30,252,63,8,0.08,60,0.13590930406147073,0.005120946688420558,0.056222692148352904,-0.22122702567262129,-0.28750129476075836,0.0293543580476301,-0.17445268876639575,0.0587550847449122,59.809129950691904,1.4925582088544709,188561.47099459256,111.71560502052307,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 180, ""max_positions_per_side"": 30, ""min_history"": 252, ""min_holding_days"": 63, ""n_components"": 8, ""vol_target"": 0.08, ""zscore_window"": 60}"
1.0,189,180,50,126,42,8,0.2,60,1.0336000083837447,0.028859609331237657,0.08219812310171326,0.1374810428401863,0.2633367296164197,0.080887500482442,-0.3567870086120676,0.09085703839919473,99.68188325115317,2.6187674078330683,689012.3312986358,114.9459764957428,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 180, ""max_positions_per_side"": 50, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 8, ""vol_target"": 0.2, ""zscore_window"": 60}"
1.0,252,90,30,126,21,5,0.1,90,-0.05225665782168887,-0.0021489887823042952,0.06820920315887118,-0.28893336261544095,-0.37357002549726703,-0.005539923019297142,-0.38790950250007994,0.0807214795138926,59.809129950691904,1.623862402142035,307053.47010560316,115.98991012573242,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 21, ""n_components"": 5, ""vol_target"": 0.1, ""zscore_window"": 90}"
1.0,252,90,30,126,42,3,0.08,60,0.20872618301987855,0.007627302515146095,0.06055444544908538,-0.16401146206371578,-0.20123675766769789,0.0306850513544881,-0.24856737005364338,0.06183181666855229,59.809129950691904,1.458953288572612,285374.7507250719,114.20648097991943,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 3, ""vol_target"": 0.08, ""zscore_window"": 60}"
1.0,252,90,30,126,42,5,0.08,60,0.06908946718988429,0.0026814070537843904,0.058631970223389666,-0.25374413544760477,-0.33902892208808294,0.009037683112713146,-0.296691864534673,0.06311231679059877,59.809129950691904,1.479860491436673,281233.5447813256,115.07634496688843,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 5, ""vol_target"": 0.08, ""zscore_window"": 60}"
1.0,252,90,30,126,63,3,0.2,60,0.024390455256956267,0.0009663700851225698,0.09538703314822755,-0.17394980234683877,-0.18177526057138083,0.0028220064716875442,-0.3424407756742974,0.09990904993292071,59.809129950691904,2.3241573234967863,355849.5558565494,118.48367691040039,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 63, ""n_components"": 3, ""vol_target"": 0.2, ""zscore_window"": 60}"
1.0,252,90,50,126,42,10,0.15,60,0.4901206114686514,0.016115752373470293,0.07278531643023255,-0.01982780792910547,0.022123695289823376,0.07159811246888971,-0.225086274173398,0.08401439723353367,99.68188325115317,2.2687127366362696,528865.5373504163,118.63630604743958,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 10, ""vol_target"": 0.15, ""zscore_window"": 60}"
1.0,252,90,50,126,42,10,0.2,90,0.05475419046412111,0.002139003311473875,0.0859142978044836,-0.17948028128362956,-0.20712362257204642,0.005918815696594973,-0.3613904235444295,0.10658332174429976,99.68188325115317,2.6001986501674983,499551.5396564779,119.26295518875122,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 10, ""vol_target"": 0.2, ""zscore_window"": 90}"
1.0,252,90,50,126,63,8,0.1,60,-0.19792333749667157,-0.008801324889072593,0.05873247441364246,-0.44881900175242245,-0.6351329184938906,-0.029819055648783756,-0.29515773379066,0.06342478717269415,99.68188325115317,1.8476082081452812,255639.6590512334,118.50692915916443,"{""entry_zscore"": 1.0, ""lookback"": 252, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 126, ""min_holding_days"": 63, ""n_components"": 8, ""vol_target"": 0.1, ""zscore_window"": 60}"
