Date,rate_pct
2007-01-08,5.0477
2007-01-09,5.0727
2007-01-10,5.0823
2007-01-11,5.092
2007-01-12,5.0788
2007-01-15,5.0781
2007-01-16,5.0774
2007-01-17,5.1031
2007-01-18,5.1128
2007-01-19,5.1314
2007-01-22,5.1203
2007-01-23,5.1351
2007-01-24,5.1239
2007-01-25,5.1336
2007-01-26,5.1211
2007-01-29,5.1203
2007-01-30,5.1247
2007-01-31,5.1031
2007-02-01,5.1128
2007-02-02,5.1314
2007-02-05,5.1203
2007-02-06,5.1351
2007-02-07,5.1447
2007-02-08,5.144
2007-02-09,5.1418
2007-02-12,5.1515
2007-02-13,5.1559
2007-02-14,5.1447
2007-02-15,5.1544
2007-02-16,5.1619
2007-02-19,5.1612
2007-02-20,5.1604
2007-02-21,5.1655
2007-02-22,5.1752
2007-02-23,5.173
2007-02-26,5.1619
2007-02-27,5.1039
2007-02-28,5.1239
2007-03-01,5.1232
2007-03-02,5.0899
2007-03-05,5.0788
2007-03-06,5.1039
2007-03-07,5.0823
2007-03-08,5.0712
2007-03-09,5.0795
2007-03-12,5.0788
2007-03-13,5.0519
2007-03-14,5.0408
2007-03-15,5.0297
2007-03-16,5.0172
2007-03-19,5.0165
2007-03-20,5.0415
2007-03-21,5.0304
2007-03-22,5.0401
2007-03-23,5.0587
2007-03-26,5.058
2007-03-27,5.0415
2007-03-28,5.0408
2007-03-29,5.0297
2007-03-30,5.0276
2007-04-02,5.0269
2007-04-03,5.0311
2007-04-04,5.0304
2007-04-05,5.0172
2007-04-06,5.0269
2007-04-09,5.0158
2007-04-10,4.9999
2007-04-11,5.0096
2007-04-12,5.0089
2007-04-13,4.9964
2007-04-16,4.9854
2007-04-17,4.9791
2007-04-18,4.968
2007-04-19,4.9673
2007-04-20,4.9653
2007-04-23,4.9646
2007-04-24,4.9583
2007-04-25,4.9472
2007-04-26,4.9258
2007-04-27,4.9134
2007-04-30,4.8401
2007-05-01,4.8752
2007-05-02,4.8745
2007-05-03,4.8738
2007-05-04,4.8719
2007-05-07,4.8505
2007-05-08,4.8752
2007-05-09,4.8537
2007-05-10,4.8323
2007-05-11,4.8304
2007-05-14,4.809
2007-05-15,4.8128
2007-05-16,4.7291
2007-05-17,4.7804
2007-05-18,4.7993
2007-05-21,4.8298
2007-05-22,4.8395
2007-05-23,4.8849
2007-05-24,4.8842
2007-05-25,4.8609
2007-05-28,4.8602
2007-05-29,4.7974
2007-05-30,4.8254
2007-05-31,4.7311
2007-06-01,4.7812
2007-06-04,4.7598
2007-06-05,4.8156
2007-06-06,4.7837
2007-06-07,4.7935
2007-06-08,4.7604
2007-06-11,4.7182
2007-06-12,4.7219
2007-06-13,4.638
2007-06-14,4.6271
2007-06-15,4.5422
2007-06-18,4.5209
2007-06-19,4.6698
2007-06-20,4.7213
2007-06-21,4.6895
2007-06-22,4.7084
2007-06-25,4.7702
2007-06-26,4.8052
2007-06-27,4.7733
2007-06-28,4.7623
2007-06-29,4.802
2007-07-02,4.8638
2007-07-03,4.9504
2007-07-04,4.9497
2007-07-05,4.9373
2007-07-06,4.9373
2007-07-09,4.9158
2007-07-10,4.9406
2007-07-11,4.9399
2007-07-12,4.9497
2007-07-13,4.9581
2007-07-16,4.9262
2007-07-17,4.9614
2007-07-18,4.9504
2007-07-19,4.9705
2007-07-20,4.9685
2007-07-23,4.9886
2007-07-24,5.0031
2007-07-25,4.9712
2007-07-26,4.908
2007-07-27,4.8436
2007-07-30,4.8534
2007-07-31,4.9406
2007-08-01,4.8774
2007-08-02,4.8768
2007-08-03,4.8228
2007-08-06,4.8534
2007-08-07,4.9302
2007-08-08,4.9399
2007-08-09,4.7727
2007-08-10,4.5422
2007-08-13,4.6871
2007-08-14,4.6282
2007-08-15,4.0875
2007-08-16,3.8589
2007-08-17,3.7542
2007-08-20,3.0926
2007-08-21,3.6012
2007-08-22,3.6526
2007-08-23,3.8904
2007-08-24,4.2209
2007-08-27,4.5006
2007-08-28,4.3267
2007-08-29,4.0045
2007-08-30,3.7968
2007-08-31,4.1059
2007-09-03,4.1054
2007-09-04,4.4056
2007-09-05,4.3781
2007-09-06,4.3049
2007-09-07,4.0545
2007-09-10,4.0023
2007-09-11,4.0879
2007-09-12,3.9941
2007-09-13,4.0455
2007-09-14,3.982
2007-09-17,4.0852
2007-09-18,3.9945
2007-09-19,3.9008
2007-09-20,3.7864
2007-09-21,3.7542
2007-09-24,3.7952
2007-09-25,3.7872
2007-09-26,3.6936
2007-09-27,3.6932
2007-09-28,3.7956
2007-10-01,3.8987
2007-10-02,3.9427
2007-10-03,3.9423
2007-10-04,3.9315
2007-10-05,3.9712
2007-10-08,3.9708
2007-10-09,4.0122
2007-10-10,4.0356
2007-10-11,4.1077
2007-10-12,4.1893
2007-10-15,4.2718
2007-10-16,4.2436
2007-10-17,3.9941
2007-10-18,3.8486
2007-10-19,3.8163
2007-10-22,3.9609
2007-10-23,3.9738
2007-10-24,3.849
2007-10-25,3.9211
2007-10-26,3.9406
2007-10-29,3.9609
2007-10-30,3.9531
2007-10-31,3.9112
2007-11-01,3.7968
2007-11-02,3.599
2007-11-05,3.7228
2007-11-06,3.7354
2007-11-07,3.4453
2007-11-08,3.4036
2007-11-09,3.2474
2007-11-12,3.2471
2007-11-13,3.4536
2007-11-14,3.3936
2007-11-15,3.3002
2007-11-16,3.413
2007-11-19,3.361
2007-11-20,3.2802
2007-11-21,3.0834
2007-11-22,3.0826
2007-11-23,3.2167
2007-11-26,3.103
2007-11-27,3.1458
2007-11-28,3.032
2007-11-29,2.9595
2007-11-30,3.1445
2007-12-03,2.9895
2007-12-04,3.0426
2007-12-05,3.0527
2007-12-06,3.073
2007-12-07,3.062
2007-12-10,3.0308
2007-12-11,2.8981
2007-12-12,2.8566
2007-12-13,2.8874
2007-12-14,2.8661
2007-12-17,2.9792
2007-12-18,3.0323
2007-12-19,2.8876
2007-12-20,2.9286
2007-12-21,2.9691
2007-12-24,3.2781
2007-12-25,3.3005
2007-12-26,3.3109
2007-12-27,3.1143
2007-12-28,3.1445
2007-12-31,3.2368
2008-01-01,3.3212
2008-01-02,3.2489
2008-01-03,3.2176
2008-01-04,3.1858
2008-01-07,3.2371
2008-01-08,3.2078
2008-01-09,3.2282
2008-01-10,3.2073
2008-01-11,3.0929
2008-01-14,3.1545
2008-01-15,3.1458
2008-01-16,3.1249
2008-01-17,2.9905
2008-01-18,2.8452
2008-01-21,2.845
2008-01-22,2.2689
2008-01-23,2.1978
2008-01-24,2.3621
2008-01-25,2.2486
2008-01-28,2.2485
2008-01-29,2.2802
2008-01-30,2.1464
2008-01-31,1.9409
2008-02-01,2.0843
2008-02-04,2.2177
2008-02-05,2.1568
2008-02-06,2.0848
2008-02-07,2.1874
2008-02-08,2.2178
2008-02-11,2.2485
2008-02-12,2.2802
2008-02-13,2.2595
2008-02-14,2.2799
2008-02-15,2.1868
2008-02-18,2.1867
2008-02-19,2.2175
2008-02-20,2.2183
2008-02-21,2.1874
2008-02-22,2.187
2008-02-25,2.1766
2008-02-26,2.0951
2008-02-27,1.9615
2008-02-28,1.8998
2008-02-29,1.838
2008-03-03,1.6432
2008-03-04,1.6436
2008-03-05,1.4898
2008-03-06,1.3567
2008-03-07,1.4384
2008-03-10,1.3258
2008-03-11,1.4694
2008-03-12,1.4079
2008-03-13,1.3567
2008-03-14,1.1622
2008-03-17,0.9987
2008-03-18,0.8763
2008-03-19,0.5599
2008-03-20,0.5701
2008-03-21,0.5701
2008-03-24,1.0702
2008-03-25,1.2749
2008-03-26,1.2646
2008-03-27,1.2646
2008-03-28,1.3668
2008-03-31,1.3156
2008-04-01,1.3875
2008-04-02,1.367
2008-04-03,1.3874
2008-04-04,1.3668
2008-04-07,1.3872
2008-04-08,1.367
2008-04-09,1.2953
2008-04-10,1.2339
2008-04-11,1.1826
2008-04-14,1.0702
2008-04-15,1.1317
2008-04-16,1.1215
2008-04-17,1.2748
2008-04-18,1.3463
2008-04-21,1.2951
2008-04-22,1.2647
2008-04-23,1.2135
2008-04-24,1.2441
2008-04-25,1.3565
2008-04-28,1.3667
2008-04-29,1.4592
2008-04-30,1.3772
2008-05-01,1.3976
2008-05-02,1.4998
2008-05-05,1.5919
2008-05-06,1.6231
2008-05-07,1.664
2008-05-08,1.6537
2008-05-09,1.6842
2008-05-12,1.7866
2008-05-13,1.8179
2008-05-14,1.8178
2008-05-15,1.828
2008-05-16,1.838
2008-05-19,1.8482
2008-05-20,1.859
2008-05-21,1.8589
2008-05-22,1.8588
2008-05-23,1.8482
2008-05-26,1.8481
2008-05-27,1.8891
2008-05-28,1.8794
2008-05-29,1.8998
2008-05-30,1.879
2008-06-02,1.8276
2008-06-03,1.8437
2008-06-04,1.8436
2008-06-05,1.8435
2008-06-06,1.833
2008-06-09,1.884
2008-06-10,2.0075
2008-06-11,1.9357
2008-06-12,1.9868
2008-06-13,1.966
2008-06-16,1.9454
2008-06-17,1.9767
2008-06-18,1.9152
2008-06-19,1.9049
2008-06-20,1.8534
2008-06-23,1.884
2008-06-24,1.8334
2008-06-25,1.7924
2008-06-26,1.7105
2008-06-27,1.6592
2008-06-30,1.7306
2008-07-01,1.8641
2008-07-02,1.8129
2008-07-03,1.8432
2008-07-04,1.8329
2008-07-07,1.8123
2008-07-08,1.8539
2008-07-09,1.7924
2008-07-10,1.6594
2008-07-11,1.5774
2008-07-14,1.4548
2008-07-15,1.3327
2008-07-16,1.353
2008-07-17,1.3938
2008-07-18,1.4549
2008-07-21,1.4242
2008-07-22,1.5369
2008-07-23,1.5471
2008-07-24,1.639
2008-07-25,1.7205
2008-07-28,1.6898
2008-07-29,1.7107
2008-07-30,1.6799
2008-07-31,1.6594
2008-08-01,1.6592
2008-08-04,1.6898
2008-08-05,1.7311
2008-08-06,1.639
2008-08-07,1.6696
2008-08-08,1.6898
2008-08-11,1.8124
2008-08-12,1.8539
2008-08-13,1.8333
2008-08-14,1.8537
2008-08-15,1.833
2008-08-18,1.7613
2008-08-19,1.7925
2008-08-20,1.6799
2008-08-21,1.7105
2008-08-22,1.6898
2008-08-25,1.6693
2008-08-26,1.7005
2008-08-27,1.6698
2008-08-28,1.7311
2008-08-29,1.7103
2008-09-01,1.7102
2008-09-02,1.6795
2008-09-03,1.6799
2008-09-04,1.6696
2008-09-05,1.7716
2008-09-08,1.7
2008-09-09,1.6596
2008-09-10,1.639
2008-09-11,1.6083
2008-09-12,1.4651
2008-09-15,0.8025
2008-09-16,0.6906
2008-09-17,0.0406
2008-09-18,0.071
2008-09-19,0.8839
2008-09-22,0.833
2008-09-23,0.711
2008-09-24,0.4568
2008-09-25,0.7517
2008-09-26,0.8432
2008-09-29,0.68
2008-09-30,0.9044
2008-10-01,0.8026
2008-10-02,0.5991
2008-10-03,0.4669
2008-10-06,0.4669
2008-10-07,0.7619
2008-10-08,0.6093
2008-10-09,0.5177
2008-10-10,0.1826
2008-10-13,0.1826
2008-10-14,0.2739
2008-10-15,0.213
2008-10-16,0.4263
2008-10-17,0.7923
2008-10-20,1.0775
2008-10-21,1.0674
2008-10-22,1.0063
2008-10-23,0.9655
2008-10-24,0.8432
2008-10-27,0.7516
2008-10-28,0.7517
2008-10-29,0.5788
2008-10-30,0.3755
2008-10-31,0.436
2008-11-03,0.4364
2008-11-04,0.4771
2008-11-05,0.3856
2008-11-06,0.3044
2008-11-07,0.2841
2008-11-10,0.2029
2008-11-11,0.4263
2008-11-12,0.142
2008-11-13,0.1826
2008-11-14,0.1318
2008-11-17,0.0913
2008-11-18,0.1116
2008-11-19,0.0608
2008-11-20,0.0152
2008-11-21,0.0101
2008-11-24,0.0101
2008-11-25,0.1014
2008-11-26,0.0406
2008-11-27,0.0406
2008-11-28,0.0406
2008-12-01,0.0406
2008-12-02,0.0507
2008-12-03,0.0101
2008-12-04,-0.041
2008-12-05,0.015
2008-12-08,-0.035
2008-12-09,-0.015
2008-12-10,-0.015
2008-12-11,-0.005
2008-12-12,0.005
2008-12-15,-0.005
2008-12-16,-0.025
2008-12-17,0.0101
2008-12-18,0.012
2008-12-19,0.015
2008-12-22,0.013
2008-12-23,0.0051
2008-12-24,-0.0172
2008-12-25,0.0051
2008-12-26,-0.0101
2008-12-29,0.0608
2008-12-30,0.0862
2008-12-31,0.0761
2009-01-01,0.071
2009-01-02,0.0791
2009-01-05,0.0862
2009-01-06,0.1349
2009-01-07,0.0913
2009-01-08,0.071
2009-01-09,0.0558
2009-01-12,0.0588
2009-01-13,0.1014
2009-01-14,0.0913
2009-01-15,0.1014
2009-01-16,0.1116
2009-01-19,0.1116
2009-01-20,0.1014
2009-01-21,0.1095
2009-01-22,0.0963
2009-01-23,0.0963
2009-01-26,0.0963
2009-01-27,0.1298
2009-01-28,0.1755
2009-01-29,0.2181
2009-01-30,0.2262
2009-02-02,0.2435
2009-02-03,0.3095
2009-02-04,0.2892
2009-02-05,0.2719
2009-02-06,0.2739
2009-02-09,0.2709
2009-02-10,0.3156
2009-02-11,0.3044
2009-02-12,0.2892
2009-02-13,0.2892
2009-02-16,0.2922
2009-02-17,0.2831
2009-02-18,0.3044
2009-02-19,0.3003
2009-02-20,0.2689
2009-02-23,0.2689
2009-02-24,0.2973
2009-02-25,0.2973
2009-02-26,0.2668
2009-02-27,0.2465
2009-03-02,0.2333
2009-03-03,0.2536
2009-03-04,0.2486
2009-03-05,0.1866
2009-03-06,0.1958
2009-03-09,0.2008
2009-03-10,0.2333
2009-03-11,0.2181
2009-03-12,0.1907
2009-03-13,0.1877
2009-03-16,0.2242
2009-03-17,0.2272
2009-03-18,0.1978
2009-03-19,0.1856
2009-03-20,0.2008
2009-03-23,0.1877
2009-03-24,0.2059
2009-03-25,0.1826
2009-03-26,0.14
2009-03-27,0.1268
2009-03-30,0.1268
2009-03-31,0.2009
2009-04-01,0.1978
2009-04-02,0.2059
2009-04-03,0.2008
2009-04-06,0.1856
2009-04-07,0.1907
2009-04-08,0.1755
2009-04-09,0.1755
2009-04-10,0.1755
2009-04-13,0.1674
2009-04-14,0.1572
2009-04-15,0.141
2009-04-16,0.1217
2009-04-17,0.1298
2009-04-20,0.1217
2009-04-21,0.142
2009-04-22,0.1308
2009-04-23,0.0963
2009-04-24,0.0963
2009-04-27,0.0842
2009-04-28,0.1166
2009-04-29,0.0913
2009-04-30,0.1247
2009-05-01,0.143
2009-05-04,0.1785
2009-05-05,0.1826
2009-05-06,0.1785
2009-05-07,0.1775
2009-05-08,0.1714
2009-05-11,0.1603
2009-05-12,0.1806
2009-05-13,0.1653
2009-05-14,0.1521
2009-05-15,0.1562
2009-05-18,0.1572
2009-05-19,0.1755
2009-05-20,0.1674
2009-05-21,0.1755
2009-05-22,0.1734
2009-05-25,0.1734
2009-05-26,0.1704
2009-05-27,0.1552
2009-05-28,0.1329
2009-05-29,0.1298
2009-06-01,0.0913
2009-06-02,0.1258
2009-06-03,0.1217
2009-06-04,0.1369
2009-06-05,0.1775
2009-06-08,0.1724
2009-06-09,0.1704
2009-06-10,0.1724
2009-06-11,0.1704
2009-06-12,0.1653
2009-06-15,0.1501
2009-06-16,0.1633
2009-06-17,0.1603
2009-06-18,0.1724
2009-06-19,0.1684
2009-06-22,0.1826
2009-06-23,0.1927
2009-06-24,0.1806
2009-06-25,0.1653
2009-06-26,0.1724
2009-06-29,0.1755
2009-06-30,0.1775
2009-07-01,0.1623
2009-07-02,0.1562
2009-07-03,0.1532
2009-07-06,0.1521
2009-07-07,0.1806
2009-07-08,0.1755
2009-07-09,0.1755
2009-07-10,0.1674
2009-07-13,0.1755
2009-07-14,0.1755
2009-07-15,0.1755
2009-07-16,0.1653
2009-07-17,0.1623
2009-07-20,0.1633
2009-07-21,0.1816
2009-07-22,0.1806
2009-07-23,0.1806
2009-07-24,0.1775
2009-07-27,0.1856
2009-07-28,0.1826
2009-07-29,0.1775
2009-07-30,0.1755
2009-07-31,0.1755
2009-08-03,0.1704
2009-08-04,0.1775
2009-08-05,0.1755
2009-08-06,0.1653
2009-08-07,0.1704
2009-08-10,0.1572
2009-08-11,0.1755
2009-08-12,0.1704
2009-08-13,0.1674
2009-08-14,0.1663
2009-08-17,0.1674
2009-08-18,0.1775
2009-08-19,0.1572
2009-08-20,0.1521
2009-08-21,0.1562
2009-08-24,0.1521
2009-08-25,0.1552
2009-08-26,0.145
2009-08-27,0.14
2009-08-28,0.1369
2009-08-31,0.1268
2009-09-01,0.1288
2009-09-02,0.1288
2009-09-03,0.1217
2009-09-04,0.1258
2009-09-07,0.1268
2009-09-08,0.1217
2009-09-09,0.1349
2009-09-10,0.1369
2009-09-11,0.1349
2009-09-14,0.1298
2009-09-15,0.1247
2009-09-16,0.1014
2009-09-17,0.0872
2009-09-18,0.0791
2009-09-21,0.0842
2009-09-22,0.0974
2009-09-23,0.0913
2009-09-24,0.0892
2009-09-25,0.0963
2009-09-28,0.0862
2009-09-29,0.1207
2009-09-30,0.1075
2009-10-01,0.0943
2009-10-02,0.0882
2009-10-05,0.0882
2009-10-06,0.069
2009-10-07,0.0578
2009-10-08,0.0578
2009-10-09,0.0639
2009-10-12,0.0608
2009-10-13,0.0588
2009-10-14,0.0659
2009-10-15,0.0527
2009-10-16,0.0568
2009-10-19,0.0608
2009-10-20,0.075
2009-10-21,0.0639
2009-10-22,0.0436
2009-10-23,0.0507
2009-10-26,0.0497
2009-10-27,0.071
2009-10-28,0.0588
2009-10-29,0.0477
2009-10-30,0.0446
2009-11-02,0.0385
2009-11-03,0.0406
2009-11-04,0.0436
2009-11-05,0.0335
2009-11-06,0.0416
2009-11-09,0.0436
2009-11-10,0.0578
2009-11-11,0.0558
2009-11-12,0.0507
2009-11-13,0.0517
2009-11-16,0.0558
2009-11-17,0.0537
2009-11-18,0.0203
2009-11-19,0.0051
2009-11-20,0.0051
2009-11-23,0.0101
2009-11-24,0.0304
2009-11-25,0.0345
2009-11-26,0.0345
2009-11-27,0.0152
2009-11-30,0.0466
2009-12-01,0.0406
2009-12-02,0.0385
2009-12-03,0.0365
2009-12-04,0.0385
2009-12-07,0.0152
2009-12-08,0.0203
2009-12-09,0.0203
2009-12-10,0.0203
2009-12-11,0.0203
2009-12-14,0.0203
2009-12-15,0.0406
2009-12-16,0.0335
2009-12-17,0.0365
2009-12-18,0.0365
2009-12-21,0.0416
2009-12-22,0.07
2009-12-23,0.0537
2009-12-24,0.0395
2009-12-25,0.0395
2009-12-28,0.0558
2009-12-29,0.0821
2009-12-30,0.0406
2009-12-31,0.0477
2010-01-01,0.0558
2010-01-04,0.0548
2010-01-05,0.0608
2010-01-06,0.0487
2010-01-07,0.0436
2010-01-08,0.0395
2010-01-11,0.0203
2010-01-12,0.0385
2010-01-13,0.0487
2010-01-14,0.0507
2010-01-15,0.0517
2010-01-18,0.0537
2010-01-19,0.0436
2010-01-20,0.0456
2010-01-21,0.0385
2010-01-22,0.0436
2010-01-25,0.0436
2010-01-26,0.0608
2010-01-27,0.069
2010-01-28,0.069
2010-01-29,0.069
2010-02-01,0.0842
2010-02-02,0.0872
2010-02-03,0.0872
2010-02-04,0.0842
2010-02-05,0.0852
2010-02-08,0.0892
2010-02-09,0.0963
2010-02-10,0.0994
2010-02-11,0.0933
2010-02-12,0.0872
2010-02-15,0.0872
2010-02-16,0.0862
2010-02-17,0.0872
2010-02-18,0.1065
2010-02-19,0.0943
2010-02-22,0.0842
2010-02-23,0.1045
2010-02-24,0.1095
2010-02-25,0.1146
2010-02-26,0.1146
2010-03-01,0.1227
2010-03-02,0.1197
2010-03-03,0.1349
2010-03-04,0.1349
2010-03-05,0.143
2010-03-08,0.145
2010-03-09,0.145
2010-03-10,0.145
2010-03-11,0.145
2010-03-12,0.142
2010-03-15,0.145
2010-03-16,0.1552
2010-03-17,0.1471
2010-03-18,0.145
2010-03-19,0.144
2010-03-22,0.1369
2010-03-23,0.1247
2010-03-24,0.1329
2010-03-25,0.1298
2010-03-26,0.1349
2010-03-29,0.1258
2010-03-30,0.145
2010-03-31,0.1501
2010-04-01,0.1521
2010-04-02,0.1572
2010-04-05,0.1603
2010-04-06,0.1633
2010-04-07,0.1603
2010-04-08,0.1552
2010-04-09,0.1471
2010-04-12,0.1349
2010-04-13,0.145
2010-04-14,0.1501
2010-04-15,0.1501
2010-04-16,0.1511
2010-04-19,0.1461
2010-04-20,0.141
2010-04-21,0.145
2010-04-22,0.1501
2010-04-23,0.1501
2010-04-26,0.1501
2010-04-27,0.14
2010-04-28,0.1521
2010-04-29,0.1521
2010-04-30,0.1542
2010-05-03,0.1603
2010-05-04,0.1562
2010-05-05,0.1461
2010-05-06,0.1045
2010-05-07,0.1197
2010-05-10,0.145
2010-05-11,0.1471
2010-05-12,0.1501
2010-05-13,0.1552
2010-05-14,0.145
2010-05-17,0.1511
2010-05-18,0.1603
2010-05-19,0.1623
2010-05-20,0.1552
2010-05-21,0.1521
2010-05-24,0.145
2010-05-25,0.1532
2010-05-26,0.1603
2010-05-27,0.1603
2010-05-28,0.1552
2010-05-31,0.1521
2010-06-01,0.146
2010-06-02,0.14
2010-06-03,0.1349
2010-06-04,0.1207
2010-06-07,0.1065
2010-06-08,0.1065
2010-06-09,0.0903
2010-06-10,0.0801
2010-06-11,0.069
2010-06-14,0.0507
2010-06-15,0.071
2010-06-16,0.0892
2010-06-17,0.0872
2010-06-18,0.0943
2010-06-21,0.1075
2010-06-22,0.1126
2010-06-23,0.1197
2010-06-24,0.1207
2010-06-25,0.1268
2010-06-28,0.1349
2010-06-29,0.1369
2010-06-30,0.1704
2010-07-01,0.1653
2010-07-02,0.1603
2010-07-05,0.1603
2010-07-06,0.1603
2010-07-07,0.1471
2010-07-08,0.145
2010-07-09,0.145
2010-07-12,0.1369
2010-07-13,0.142
2010-07-14,0.145
2010-07-15,0.1471
2010-07-16,0.145
2010-07-19,0.1471
2010-07-20,0.145
2010-07-21,0.1501
2010-07-22,0.145
2010-07-23,0.145
2010-07-26,0.1521
2010-07-27,0.142
2010-07-28,0.1461
2010-07-29,0.145
2010-07-30,0.14
2010-08-02,0.14
2010-08-03,0.1359
2010-08-04,0.145
2010-08-05,0.14
2010-08-06,0.1369
2010-08-09,0.1369
2010-08-10,0.14
2010-08-11,0.145
2010-08-12,0.1471
2010-08-13,0.1471
2010-08-16,0.1501
2010-08-17,0.1481
2010-08-18,0.1501
2010-08-19,0.145
2010-08-20,0.145
2010-08-23,0.1501
2010-08-24,0.145
2010-08-25,0.1501
2010-08-26,0.145
2010-08-27,0.1379
2010-08-30,0.1298
2010-08-31,0.1268
2010-09-01,0.1298
2010-09-02,0.1278
2010-09-03,0.1247
2010-09-06,0.1247
2010-09-07,0.1247
2010-09-08,0.1247
2010-09-09,0.1349
2010-09-10,0.1318
2010-09-13,0.1369
2010-09-14,0.1349
2010-09-15,0.1461
2010-09-16,0.1501
2010-09-17,0.1471
2010-09-20,0.1501
2010-09-21,0.1501
2010-09-22,0.1521
2010-09-23,0.1501
2010-09-24,0.14
2010-09-27,0.1298
2010-09-28,0.142
2010-09-29,0.1552
2010-09-30,0.1532
2010-10-01,0.1501
2010-10-04,0.1471
2010-10-05,0.1075
2010-10-06,0.1146
2010-10-07,0.1146
2010-10-08,0.1146
2010-10-11,0.1146
2010-10-12,0.1146
2010-10-13,0.1217
2010-10-14,0.1349
2010-10-15,0.1349
2010-10-18,0.1349
2010-10-19,0.1298
2010-10-20,0.1318
2010-10-21,0.1217
2010-10-22,0.1197
2010-10-25,0.1146
2010-10-26,0.1217
2010-10-27,0.1298
2010-10-28,0.1227
2010-10-29,0.1105
2010-11-01,0.1014
2010-11-02,0.1126
2010-11-03,0.1176
2010-11-04,0.1146
2010-11-05,0.1146
2010-11-08,0.1105
2010-11-09,0.1146
2010-11-10,0.1268
2010-11-11,0.1247
2010-11-12,0.1247
2010-11-15,0.1268
2010-11-16,0.1278
2010-11-17,0.1318
2010-11-18,0.1329
2010-11-19,0.1298
2010-11-22,0.1247
2010-11-23,0.1308
2010-11-24,0.1521
2010-11-25,0.1501
2010-11-26,0.1521
2010-11-29,0.1552
2010-11-30,0.1552
2010-12-01,0.1562
2010-12-02,0.145
2010-12-03,0.1318
2010-12-06,0.1247
2010-12-07,0.1318
2010-12-08,0.1349
2010-12-09,0.1349
2010-12-10,0.1166
2010-12-13,0.1197
2010-12-14,0.1318
2010-12-15,0.1349
2010-12-16,0.1247
2010-12-17,0.1014
2010-12-20,0.1014
2010-12-21,0.1268
2010-12-22,0.1298
2010-12-23,0.1318
2010-12-24,0.1318
2010-12-27,0.1258
2010-12-28,0.1379
2010-12-29,0.1197
2010-12-30,0.1075
2010-12-31,0.1197
2011-01-03,0.1197
2011-01-04,0.1298
2011-01-05,0.1349
2011-01-06,0.14
2011-01-07,0.1349
2011-01-10,0.1349
2011-01-11,0.145
2011-01-12,0.142
2011-01-13,0.14
2011-01-14,0.145
2011-01-17,0.145
2011-01-18,0.145
2011-01-19,0.1501
2011-01-20,0.1552
2011-01-21,0.1501
2011-01-24,0.1501
2011-01-25,0.145
2011-01-26,0.1552
2011-01-27,0.14
2011-01-28,0.14
2011-01-31,0.145
2011-02-01,0.1501
2011-02-02,0.1501
2011-02-03,0.142
2011-02-04,0.145
2011-02-07,0.142
2011-02-08,0.14
2011-02-09,0.1308
2011-02-10,0.1095
2011-02-11,0.1116
2011-02-14,0.1095
2011-02-15,0.1197
2011-02-16,0.1065
2011-02-17,0.0892
2011-02-18,0.0892
2011-02-21,0.0892
2011-02-22,0.1014
2011-02-23,0.1166
2011-02-24,0.1166
2011-02-25,0.1247
2011-02-28,0.1349
2011-03-01,0.1349
2011-03-02,0.1217
2011-03-03,0.1207
2011-03-04,0.1105
2011-03-07,0.1004
2011-03-08,0.1045
2011-03-09,0.0913
2011-03-10,0.0669
2011-03-11,0.069
2011-03-14,0.074
2011-03-15,0.0892
2011-03-16,0.0842
2011-03-17,0.074
2011-03-18,0.0639
2011-03-21,0.069
2011-03-22,0.0862
2011-03-23,0.0842
2011-03-24,0.074
2011-03-25,0.0801
2011-03-28,0.0791
2011-03-29,0.0963
2011-03-30,0.0913
2011-03-31,0.0913
2011-04-01,0.0558
2011-04-04,0.0355
2011-04-05,0.0659
2011-04-06,0.0558
2011-04-07,0.0355
2011-04-08,0.0355
2011-04-11,0.0355
2011-04-12,0.0456
2011-04-13,0.0507
2011-04-14,0.0659
2011-04-15,0.0608
2011-04-18,0.0507
2011-04-19,0.0507
2011-04-20,0.0558
2011-04-21,0.0507
2011-04-22,0.0507
2011-04-25,0.0456
2011-04-26,0.0558
2011-04-27,0.0507
2011-04-28,0.0355
2011-04-29,0.0355
2011-05-02,0.0304
2011-05-03,0.0203
2011-05-04,0.0152
2011-05-05,0.0101
2011-05-06,0.0051
2011-05-09,0.0051
2011-05-10,0.0253
2011-05-11,0.0152
2011-05-12,0.0152
2011-05-13,0.0203
2011-05-16,0.0203
2011-05-17,0.0355
2011-05-18,0.0355
2011-05-19,0.0406
2011-05-20,0.0406
2011-05-23,0.0456
2011-05-24,0.0507
2011-05-25,0.0456
2011-05-26,0.0456
2011-05-27,0.0406
2011-05-30,0.0406
2011-05-31,0.0456
2011-06-01,0.0407
2011-06-02,0.0356
2011-06-03,0.0305
2011-06-06,0.0203
2011-06-07,0.0356
2011-06-08,0.0305
2011-06-09,0.0356
2011-06-10,0.0407
2011-06-13,0.0356
2011-06-14,0.0458
2011-06-15,0.0458
2011-06-16,0.0305
2011-06-17,0.0254
2011-06-20,0.0203
2011-06-21,0.0203
2011-06-22,0.0101
2011-06-23,0.0051
2011-06-24,0.0051
2011-06-27,0.0101
2011-06-28,0.0203
2011-06-29,0.0203
2011-06-30,0.0102
2011-07-01,0.0153
2011-07-04,0.0153
2011-07-05,-0.0051
2011-07-06,0.0051
2011-07-07,0.0203
2011-07-08,0.0203
2011-07-11,0.0102
